id,category,category_code,category_name,question,compliance_expectation,primary_response,compliance_status,confidence,score,answer_notes,
350,STAKEHOLDER ENGAGEMENT,STAKEHOLDER ENGAGEMENT,,Are certifications properly displayed?,Certificate display verification,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
351,SPECIAL CONSIDERATIONS,SPECIAL CONSIDERATIONS,,Are Basel Convention requirements met?,Basel compliance documentation,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
352,SPECIAL CONSIDERATIONS,SPECIAL CONSIDERATIONS,,Are e-Stewards requirements considered?,Dual certification management,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
353,SPECIAL CONSIDERATIONS,SPECIAL CONSIDERATIONS,,Are OEM requirements fulfilled?,OEM agreement compliance,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
354,SPECIAL CONSIDERATIONS,SPECIAL CONSIDERATIONS,,Are government contracts properly managed?,Government compliance records,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
355,SPECIAL CONSIDERATIONS,SPECIAL CONSIDERATIONS,,Are data destruction certificates provided?,Certificate issuance records,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
356,SPECIAL CONSIDERATIONS,SPECIAL CONSIDERATIONS,,Are asset recovery services documented?,Asset tracking documentation,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
357,SPECIAL CONSIDERATIONS,SPECIAL CONSIDERATIONS,,Are ITAD services properly managed?,ITAD service records,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
358,SPECIAL CONSIDERATIONS,SPECIAL CONSIDERATIONS,,Are refurbishment standards maintained?,Refurbishment specifications,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
359,SPECIAL CONSIDERATIONS,SPECIAL CONSIDERATIONS,,Are warranty provisions adequate?,Warranty program documentation,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
360,SPECIAL CONSIDERATIONS,SPECIAL CONSIDERATIONS,,Are reverse logistics managed?,Return logistics procedures,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
361,CERTIFICATION MAINTENANCE,CERTIFICATION MAINTENANCE,,Are surveillance audits scheduled properly?,12-month maximum intervals,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
362,CERTIFICATION MAINTENANCE,CERTIFICATION MAINTENANCE,,Are certificate changes reported timely?,7-day notification records,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
363,CERTIFICATION MAINTENANCE,CERTIFICATION MAINTENANCE,,Are scope changes properly evaluated?,Scope change assessments,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
364,CERTIFICATION MAINTENANCE,CERTIFICATION MAINTENANCE,,Are facility moves properly managed?,Location change procedures,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
365,CERTIFICATION MAINTENANCE,CERTIFICATION MAINTENANCE,,Are name changes properly documented?,Name change verification,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
366,CERTIFICATION MAINTENANCE,CERTIFICATION MAINTENANCE,,Are structure changes properly assessed?,Structure change evaluation,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
367,CERTIFICATION MAINTENANCE,CERTIFICATION MAINTENANCE,,Is SERI licensing current?,License acknowledgment,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
368,CERTIFICATION MAINTENANCE,CERTIFICATION MAINTENANCE,,Are CB communications timely?,Communication records,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
369,CERTIFICATION MAINTENANCE,CERTIFICATION MAINTENANCE,,Are nonconformity deadlines met?,Table 6 compliance,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
370,CERTIFICATION MAINTENANCE,CERTIFICATION MAINTENANCE,,Are major NCs properly managed?,Major NC resolution,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
371,FINAL VERIFICATION,FINAL VERIFICATION,,Can the facility demonstrate overall R2 compliance?,Comprehensive compliance evidence,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
372,FINAL VERIFICATION,FINAL VERIFICATION,,Are all applicable appendices properly implemented?,Appendix implementation verification,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
373,FINAL VERIFICATION,FINAL VERIFICATION,,Is the management system effectively integrated?,System integration evidence,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
374,FINAL VERIFICATION,FINAL VERIFICATION,,Are resources adequate for compliance?,Resource adequacy assessment,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
375,FINAL VERIFICATION,FINAL VERIFICATION,,Is top management committed to R2?,Management commitment evidence,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
376,FINAL VERIFICATION,FINAL VERIFICATION,,Are roles and responsibilities clearly defined?,Organizational chart and descriptions,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
377,FINAL VERIFICATION,FINAL VERIFICATION,,Is documentation control effective?,Document control system,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
378,FINAL VERIFICATION,FINAL VERIFICATION,,Are records properly maintained?,Records management system,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
379,FINAL VERIFICATION,FINAL VERIFICATION,,Is the facility prepared for unannounced inspections?,Inspection readiness,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
380,FINAL VERIFICATION,FINAL VERIFICATION,,Are all R2 requirements demonstrably met?,Complete conformance portfolio,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
381,REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),,Are remote audit prerequisites met?,Phase 1 qualification checklist,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
382,REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),,Is documentation uploaded timely?,10-day advance upload,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
383,REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),,Are video capabilities adequate?,Video tour capability,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
384,REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),,Is file sharing secure and functional?,Secure platform access,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
385,REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),,Are all areas accessible virtually?,Complete facility coverage,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
386,REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),,Are workers available for interviews?,Interview scheduling,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
387,REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),,Can operations be observed live?,Active operations verification,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
388,REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),,Are connectivity issues resolved?,Stable connection verification,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
389,REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),,Is documentation in auditor's language?,Translation if needed,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
390,REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),REMOTE AUDIT SPECIFIC (WHERE APPLICABLE),,Are follow-up requirements understood?,Phase 5 completion,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
391,CONTINUOUS IMPROVEMENT,CONTINUOUS IMPROVEMENT,,Are lessons learned captured?,Improvement tracking system,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
392,CONTINUOUS IMPROVEMENT,CONTINUOUS IMPROVEMENT,,Are best practices shared?,Knowledge sharing records,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
393,CONTINUOUS IMPROVEMENT,CONTINUOUS IMPROVEMENT,,Are efficiency improvements tracked?,Efficiency metrics,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
394,CONTINUOUS IMPROVEMENT,CONTINUOUS IMPROVEMENT,,Are cost reductions documented?,Cost benefit analysis,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
395,CONTINUOUS IMPROVEMENT,CONTINUOUS IMPROVEMENT,,Are innovation initiatives supported?,Innovation program evidence,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
396,CONTINUOUS IMPROVEMENT,CONTINUOUS IMPROVEMENT,,Are employee suggestions implemented?,Suggestion program records,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
397,CONTINUOUS IMPROVEMENT,CONTINUOUS IMPROVEMENT,,Are benchmarking activities performed?,Benchmark comparisons,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
398,CONTINUOUS IMPROVEMENT,CONTINUOUS IMPROVEMENT,,Are industry trends monitored?,Trend analysis records,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
399,CONTINUOUS IMPROVEMENT,CONTINUOUS IMPROVEMENT,,Are technology upgrades evaluated?,Technology assessment,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
400,CONTINUOUS IMPROVEMENT,CONTINUOUS IMPROVEMENT,,Is overall performance improving?,Performance trend data,Yes,COMPLIANT,HIGH,100,Assumed compliant baseline; provide objective evidence per question.,
